生产资产ID,资产类型,资产名称,资产级别,剧本出处,关联场次或段落,基础描述,补全设计信息,状态变体,材质结构或声音特点,光影或环境要求,使用或生成需求,可复用范围,信息来源,确认状态,阶段2处理建议
BY-VFX-P1-006-揽月受控处置轨迹,VFX,揽月受控处置轨迹,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场13；镜093,095",梦舟与揽月分离后的轨迹分叉和安全距离。,不锁定具体撞击点。,分离；轨迹分叉；目标移除,克制轨迹图形,环月轨道环境,与揽月处置状态联合制作,第13场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VFX-P1-007-月球车轮迹与低重力扬尘,VFX,月球车轮迹与低重力扬尘,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场9；镜058,059,066,067",车轮压出连续轨迹，少量颗粒按弹道落回。,无空气翻滚尘云。,卸载；行驶；转弯；返程,月壤颗粒和轮迹压实,艺术化月面任务日光,月面物理测试,第9场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-SYM-P0-002-艺术化光照偏差推演声明,SYM,艺术化光照偏差推演声明,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场1,16；镜001,114",片头短声明和片尾完整声明，明确日期／坐标与真实自然照明存在偏差。,由后期准确排版，AI原图不生成文字。,片头短版；片尾完整版,后期字幕图形,不适用,按锁定文本制作,镜001、114,V1.2剧本明确＋项目锁定＋公开工程资料边界,用户已确认,建立后期包装规范；不进入生图正文
BY-SYM-P1-004-任务轨迹与相位图模板,SYM,任务轨迹、相位与走廊图后期模板,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场1,2,3,4,5,6,7,8,9,10,14,16；镜003,004,006,007,012,018,019,022,023,026,028,029,034,042,046,053,065,070,099,113",交会、下降、月面路线、地月转移和再入的克制信息图底图。,可读参数、坐标和标注后期添加。,交会；下降；路线；转移；再入,深色任务界面、细线轨迹,屏幕光受场景限制,跨场复用后期模板,全片任务屏,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-SYM-P1-005-样品编号与封签模板,SYM,样品编号、封签与接收状态模板,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场7,9；镜045,059,062",采样袋、主容器和回收接收的统一编号体系。,AI原图不生成可读编号。,采样；封装；转移；接收,后期贴图与字幕,不适用,与样品道具同步设计,第9—10、13、16场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-CRO-P1-002-深空测控值班团队,CRO,深空测控值班团队,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场1,4,5,8,11；镜003,022,035,053,077",佳木斯、喀什和VLBI席位的专业值班人员配置。,岗位、年龄和脸部有差异，不复制同脸。,常态值班；关键窗口,中国航天测控工作服方向,站内任务光,与测控场景配套,第1、4、5、10—14场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-CRO-P1-003-搜救与医疗团队,CRO,搜救、安全处置与医疗团队,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场16；镜110,111,112,113,114",先安全检查、再开舱和医学接收的多岗位团队。,不让航天员落地立即站立庆祝。,空地接近；安全处置；开舱；医学检查；样品接收,真实防护服、医疗和工程装备,着陆区自然光,与搜救场景和载具配套,第16场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VOI-P1-005-林海深空测控声音,VOI,林海深空测控稳定音色,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场1,5,8,11,14；镜003,028,035,053,077,097",佳木斯主链路席位的克制无线电声音。,中性中低音、短句、清楚报数。,中性样本,稳定、专业、无表演腔,不适用,独立音色验证,第1、5、8、11、14场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VOI-P1-006-叶河深空测控声音,VOI,叶河深空测控稳定音色,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场4,5,11；镜022,035,077",喀什备份链路席位声音。,与林海明显可辨。,中性样本,中音、简洁、冷静,不适用,独立音色验证,第4、5、11、14场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VOI-P1-007-天衡测轨声音,VOI,天衡VLBI测轨稳定音色,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场4,5,10,12,14；镜022,035,072,083,099",测轨网统一呼号声音。,不等同于单一站点；语气偏数据校核。,中性样本,中低音、精确、无情绪化,不适用,独立音色验证,第4、5、10、12、14场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VOI-P1-008-搜救指挥声音,VOI,搜救指挥稳定音色,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场15,16；镜109,110",落点、空地接力和安全处置调度声音。,与北京飞控主调度区分。,中性样本,中低音、现场调度感,不适用,独立音色验证,第15—16场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VOI-P1-009-小天任务智能体声音,VOI,小天任务智能体稳定音色,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场1,2,3,5,7,10,11,12,13,15；镜004,007,018,030,032,034,046,070,076,085,094,103",受限任务智能体的中性提示音色。,不拟人化卖萌，不表现自主权威。,中性样本,清晰、中性、低情绪、短句,不适用,独立音色验证,第1—15场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VOI-P1-010-北京地质席声音,VOI,北京地质席稳定音色,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,场9；镜061,月面路线与采样建议的科学席声音。,与飞控主调度区分。,中性样本,专业、审慎、中等语速,不适用,独立音色验证,第9场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VOI-P1-011-现场指挥声音,VOI,回收现场指挥稳定音色,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,场16；镜111,返回舱安全检查和开舱程序的现场声音。,短句、明确、带现场通信质感。,中性样本,中音、清晰、无庆典语气,不适用,独立音色验证,第16场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-SND-P1-004-再入结构与通信衰减,SND,再入舱内结构与通信衰减,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场15；镜102,103,104,105,106,108",再入振动、结构传导、无线电衰减与黑障噪声的同步生成约束。,不独立制作基础音频。,第一次再入；黑障；恢复,低频结构声、通信噪声,声音来自舱内与通信链路,随镜头视频同步生成,第15场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-SND-P1-005-降落伞与着陆冲击,SND,降落伞气动与着陆冲击,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场15；镜108,109",地球大气中的伞具气动、舱内冲击和地面接触声。,不混入配乐。,开伞；气囊触地；滚摆,真实气动与结构声,仅地球大气／舱内可传播,随镜头视频同步生成,第15场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-SND-P1-006-搜救现场声,SND,搜救现场风声、车辆设备与远距通信,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场16；镜110,111,112,113,114",回收现场的地球环境声和任务通信。,不做英雄式音乐。,接近；安全检查；开舱；终景,自然风、车辆、设备、远距无线电,地球大气环境,随镜头视频同步生成,第16场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-SND-P1-007-月球车设备链路结构声,SND,月球车设备链路结构声,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场9；镜058,059,066,067",经车载／通信设备传回的电机和结构振动。,不是月面外部空气拾音。,卸载；行驶；返程,受限频带电机结构声,通信链路来源,随镜头视频同步生成,第9场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-SND-P1-008-飞控与测控大厅底噪,SND,飞控与测控大厅设备底噪,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场2,4,5,6,8,10,11,12,14,15,16；镜006,012,022,028,031,035,041,053,072,077,083,088,097,104,107,113",北京飞控、深空测控和搜救指挥空间中的克制设备与席位环境声。,不形成节奏性音乐。,常态任务；关键节点,低强度空调、设备风扇、键控与远距席位声,地球室内环境,随镜头视频同步生成,地面系统场次,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-REL-P0-009-梦舟三座返航承载与环月工作位,REL,梦舟三座返航承载与环月工作位关系,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,,三把座椅组成同一承力与操作系统；刘定槎从中央任务席使用前上方共享控制区。,相邻两张空座保留可识别边界，不增加第四个乘员位置。,三人承载；一人留守两座空置；三人归位,空间与岗位连续性,梦舟舱内任务光,梦舟所有舱内资产硬约束,第1、3、9、11—15场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-REL-P0-010-梦舟轴向转移顺序,REL,梦舟轴向通道人员／样品转移顺序,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,,第一次先任务物品后人员；第二次先主样品容器后人员。,两侧舱门依次开闭并完成压差与密封检查。,首次转移；再对接转移,任务流程连续性,舱内任务光,通道场景和道具硬约束,第3、13场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-REL-P0-011-梦舟返地构型状态链,REL,梦舟月轨—地月转移—再入状态链,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,,月轨组合体—地月转移点火—三天巡航—服务舱近地分离—返回舱跳跃式再入—群伞／气囊—搜救。,只有返回舱进入大气层。,完整返地链,航天器构型连续性,外部光源随环境切换,梦舟外部与再入资产硬约束,第14—16场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-REL-P0-012-月面艺术化光照与声明,REL,月面艺术化光照与推演声明关系,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,,保留2029年4月8日和锁定坐标；画面采用艺术化任务日光；声明承担天文偏差。,生产光向不得被写成真实太阳方位。,片头声明；月面全段；片尾声明,光影／包装连续性,月面艺术化任务日光,阶段2A和阶段3禁止改写项,镜001、第5—11场、镜114,V1.2剧本明确＋项目锁定＋公开工程资料边界,用户已确认,所有月面资产和后期声明必须继承
BY-REL-P0-013-返回舱再入搜救状态链,REL,返回舱再入、着陆与搜救状态链,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,,服务舱分离—两次再入—黑障—通信恢复—开伞—气囊着陆—安全检查—开舱—医学与样品接收。,不把航天员落地立即站立庆祝。,完整回收链,状态连续性,近地／大气／地面光影连续,再入与搜救资产硬约束,第15—16场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-REL-P1-004-地面测控接力链,REL,北京—佳木斯—喀什—VLBI测控接力链,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,,北京总协调，佳木斯主链路，喀什备份与双目标，VLBI独立校核。,近月正面着陆区以直达链路为主。,交会；下降；月面；起飞；再交会；返回,系统关系,不适用,地面场景、声音和镜头装配约束,第1—15场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-REL-P1-005-小天AI权限边界,REL,小天AI权限边界,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,,只做融合、预测、候选排序和异常提示；最终授权、选择与中止权属于乘组和北京。,禁止全自动AI决策。,交会；下降；复压；起飞；再入,对白与界面连续性,不适用,所有出现小天的镜头硬约束,全片,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-REL-P1-006-月面科学路线与样品链,REL,月面科学路线与样品编号链,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,,月球车路线、地面地质建议、编号采样、封装、主容器和回收接收闭环。,地质结论保持审慎。,路线；采样；封装；转移；接收,道具／场景／后期连续性,艺术化任务日光,月面科学任务装配约束,第9—10、13、16场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
